question,question_type,winner,strategy,expected_abstain,predicted_abstain,abstain_correct,answer,context,stale_warning,retrieval_time_sec,inference_time_sec,overall_response_time_sec
Give a brief football profile of FC Barcelona.,person,hybrid_fixed,fixed,False,False,True,"FC Barcelona is a professional football club based in Barcelona, Catalonia, Spain, that competes in La Liga, the top flight of Spanish football.","Futbol Club Barcelona , commonly known as FC Barcelona and colloquially as Barça , is a professional football club based in Barcelona, Catalonia, Spain, that competes in La Liga, the top flight of Spanish football.
Founded in 1899 by a group of Swiss, Catalan, German, and English footballers led by Joan Gamper, the club has become a symbol of Catalan culture and Catalanism, hence the motto ""Més que un club"" (""More than a club""). Unlike many other football clubs, the supporters own and operate Barcelona. It is the third-most valuable football club in the world, worth $5.6 billion, and the world's fourth richest football club in terms of revenue, with an annual turnover of €800.1 million. The official Barcelona anthem is the ""Cant del Barça"", written by Jaume Picas i Guiu and Josep Maria Espinàs. Barcelona traditionally play in dark shades of blue and garnet stripes, hence nicknamed Blaugrana.

Profile at the FC Barcelona website
Profile at the La Liga website
Robert Lewandowski – FIFA competition record (archived) 
Robert Lewandowski – UEFA competition record (archive)

The following season 1989–1990 was a setback; Barcelona was never able to prevent Real Madrid's title defense and ended up a distant third in the league. The notable success was reaching the final of the Spanish Cup competition (Copa del Rey): at the Mestalla Stadium, Barcelona won the final against Real Madrid. The triumph gave Cruyff a job guarantee for another year in view of the great unrest around the club due to the lack of success. The special environment of the club, referred to by Cruyff as ""Entorno"" (Eng.: ""environment""), a term he coined to describe the very specific environment of the club, puts coaches in a constant pressure situation and is wearing. It is characterized by two local newspapers (Sport and El Mundo Deportivo), which report exclusively on sports, as well as local politicians and sponsors who interfere in the club. In this context, the democratically organised club with its Socis (the members of the club) is characterised as a constant hotbed for intrigues",False,0.7357368449999058,4.336544334999985,5.072281179999891
Which rule change did VAR introduce to how offside decisions are made?,general,bm25_semantic,semantic,True,False,False,"VAR introduced the rule change that requires assistant referees to avoid raising the flag for an offside decision until the play proceeds to a natural conclusion, unless the offside is extremely obvious.","They reportedly received a payment of £15-20k for this duty. In VAR matches the assistant referees who decide on offsides are required to avoid raising the flag for an offside decision until the play proceeds to a natural conclusion, unless the offside is extremely obvious. This allows a team who might have been called for an offside offence to instead continue and score a goal to be checked by VAR. When play continues there is the chance of an injury occurring that might not before the introduction of VAR.

There have also been incidents when there has been miscommunication between VAR and the referee, such as Liverpool FC v Tottenham FC in September 2023 which ended up being a crucial mistake after VAR told the referee the wrong decision after they thought the on-field decision was the other way about.The Guardian concludes that VAR has been most effective for factual decisions such as offsides and mistaken identities, while subjective decisions such as penalties or the disciplining of players have fared much worse.

Where the VAR does identify a possible clear and obvious error, there are three possible scenarios:

Decision overturned on advice of VAR
On-field review (OFR) recommended
Referee chooses to ignore VAR advice
A decision can generally be overturned without an OFR where it relates to a factual matter. For example, offside decisions or whether a foul occurred inside or outside the penalty area can be determined by the VAR to the referee without a review. VAR will recommend an OFR where there is a subjective decision to make, such as whether a foul was committed in the first place or whether a red card is warranted for a certain offence. In all cases, the final decision rests with the referee, and they can choose to ignore the advice of the VAR altogether. An OFR can only be conducted on the recommendation of the VAR. This ensures that the referee always makes an on-field ruling and does not rely on OFRs for every close decision.",False,0.050046800000018266,5.252773355000045,5.302820155000063
Which rule change did VAR introduce to how offside decisions are made?,general,hybrid_fixed,fixed,True,True,True,I don't know.,"Decision overturned on advice of VAR
On-field review (OFR) recommended
Referee chooses to ignore VAR advice
A decision can generally be overturned without an OFR where it relates to a factual matter. For example, offside decisions or whether a foul occurred inside or outside the penalty area can be determined by the VAR to the referee without a review. VAR will recommend an OFR where there is a subjective decision to make, such as whether a foul was committed in the first place or whether a red card is warranted for a certain offence. In all cases, the final decision rests with the referee, and they can choose to ignore the advice of the VAR altogether.

The Premier League introduced semi-automated offside technology on 12 April 2025. This technology removes the human error aspect of detecting when the ball has been kicked and placing the lines onto players and to pitch level, making it quicker and more accurate.

In addition to the VAR and the AVARs there are three replay operators who help the VAR and AVARs select the cameras with the best angle.
Following extensive trialling in a number of major competitions, VAR was formally written into the Laws of the Game by the International Football Association Board (IFAB) on March 3, 2018. Operating under the philosophy of ""minimal interference, maximum benefit"", the VAR system seeks to provide a way for ""clear and obvious errors"" and ""serious missed incidents"" to be corrected.

1990 – A further relaxation of the offside law: a player level with the second-last opponent is considered onside (previously, such a player would have been considered offside). A player may be sent off for an offence that denies opponents a ""clear goalscoring opportunity"".
1992 – Introduction of the back-pass rule: the goalkeeper may not handle the ball after it has been deliberately kicked to him/her by a teammate.
1993 - Introduction of the golden goal: if either team scored a goal during extra time in a competitive match, the game ends immediately and the scoring team becomes the winner. This rule remained in place until being removed from most competitions in 2004.
1997 – The rules are completely rewritten, for the first time since 1938. A goal may be scored directly from the kick-off or from a goal kick. The goalkeeper may not handle the ball after receiving it directly from a team-mate's throw-in.",False,0.7507283630000074,5.293303498,6.044031861000008
Give a brief overview of Copa del Rey in football.,general,bm25_semantic,semantic,False,False,True,"The Copa del Rey is an annual knockout football competition in Spanish football, organized by the Royal Spanish Football Federation.","Four other teams joined Madrid FC for the competition: FC Barcelona, Club Español de Foot-Ball, New Foot-Ball de Madrid and Club Bizcaya (a team made up of players from Athletic Club and Bilbao FC), which eventually defeated Barcelona in the final. That cup is on display in the Athletic Bilbao museum and the club includes the victory as the first of its Copa del Rey wins, but the Royal Spanish Football Federation officially does not recognise it as such, only considering it to be the forerunner of the Copa del Rey. The Copa del Rey was effectively Spain's national football championship from 1903 (the first edition won by Athletic Bilbao with Juan de Astorquia as captain and president) until the foundation of the Campeonato de Liga—League Championship (La Liga)—in 1928. It was initially known as the Copa del Ayuntamiento de Madrid (Madrid City Council's Cup). Between 1905 and 1932, it was known as the Copa de Su Majestad El Rey Alfonso XIII (His Majesty King Alfonso XIII's Cup).

The Campeonato de España–Copa de Su Majestad el Rey, commonly known as Copa del Rey, La Copa or (in English) the Spanish Cup or King's Cup, and formerly known as Copa del Presidente de la República and Copa del Generalísimo , is an annual knockout football competition in Spanish football, organized by the Royal Spanish Football Federation. The competition was founded in 1903, making it the oldest Spanish football competition played at a national level.

All these editions are officially recognized by the RFEF. In 1937, during the Spanish Civil War, clubs in the Republican area of Spain entered the Copa de la España Libre, with Levante FC (forerunner of the present Levante UD) beating their city rivals Valencia 1–0 in the final. Although in 2007 the Congress of Deputies urged the Royal Spanish Football Federation to recognise it as a Copa del Rey win for Levante, for several years the governing body of Spanish football made no decision on the matter. On 25 March 2023, the tournament was officially recognized by the RFEF, but not as a Copa del Rey.",False,0.0509308420000707,5.541534505000072,5.592465347000143
Give a brief overview of Copa del Rey in football.,general,hybrid_fixed,fixed,False,False,True,The Copa del Rey was effectively Spain's national football championship from 1903 until the foundation of the Campeonato de Liga—League Championship (La Liga)—in 1928.,"The Copa del Rey was effectively Spain's national football championship from 1903 (the first edition won by Athletic Bilbao with Juan de Astorquia as captain and president) until the foundation of the Campeonato de Liga—League Championship (La Liga)—in 1928. It was initially known as the Copa del Ayuntamiento de Madrid (Madrid City Council's Cup). Between 1905 and 1932, it was known as the Copa de Su Majestad El Rey Alfonso XIII (His Majesty King Alfonso XIII's Cup). During the Second Spanish Republic, it was known as the Copa del Presidente de la República (President of the Republic Cup) or Copa de España (Spanish Cup) and during the years of Francisco Franco's Spanish State, it was known as the Copa de Su Excelencia El Generalísimo or Copa del Generalísimo (His Excellency, The Supreme General's Cup).

Simon Kuper: Barça. Aufstieg und Fall des Klubs, der den modernen Fußball erfand. Edel Verlagsgruppe, Hamburg 2023, ISBN 978-3-9858804-5-4.
Sid Lowe: Fear and Loathing in La Liga. Barcelona vs Real Madrid. Yellow Jersey Press, London 2013, ISBN 978-0-224-09180-0.
Dylan O’Connell: The Ajax Way: How One Football Club Defines the Modern Game. Pitch Publishing, Chichester 2024, ISBN 978-1-80150-705-9.
Dietrich Schulze-Marmeling: Barça oder: Die Kunst des schönen Spiels. Die Werkstatt, Göttingen 2010, ISBN 978-3-89533-720-8.
Dietrich Schulze-Marmeling: Der König und sein Spiel. Johan Cruyff und der Weltfußball. Die Werkstatt, Göttingen 2012, ISBN 978-3-89533-845-8.
Jonathan Wilson: The Barcelona Legacy: The Evolution of winning soccer Tactics from Cruyff to Guardiola, Blink Publishing, London, 2018. ISBN 978-1-56858-853-7.
David Winner: Oranje brillant, das neurotische Genie des holländischen Fußballs. Kiepenheuer & Witsch, Köln 2008, ISBN 978-3-462-03994-8.",False,0.9960987900000191,4.205310925999925,5.201409715999944
What is Cristiano Ronaldo known for in football?,person,bm25_semantic,semantic,False,False,True,Cristiano Ronaldo is widely regarded as one of the greatest players in football history.,"Cristiano Ronaldo dos Santos Aveiro (born 5 February 1985), nicknamed CR7, is a Portuguese professional footballer who plays as a forward for and captains both Saudi Pro League club Al-Nassr and the Portugal national team. Widely regarded as one of the greatest players in history, he has won numerous individual accolades throughout his career, including five Ballon d'Ors, a record three UEFA Men's Player of the Year Awards, and four European Golden Shoes. He was also named the world's best player five times by FIFA. He has won 34 trophies in his career, including five UEFA Champions Leagues and the UEFA European Championship. He holds the records for most goals (140) and assists (42) in the Champions League, goals (14) and assists (8) in the European Championship, and most international appearances (226) and international goals (143). He is the only player to have scored 100 goals with four different clubs.

Ronaldo Luís Nazário de Lima , mononymously known as Ronaldo, is a Brazilian former professional footballer who played as a striker. He is the owner and president of La Liga 2 club Real Valladolid. Nicknamed O Fenômeno and R9, he is widely regarded as one of the greatest players of all time. As a multi-functional striker who brought a new dimension to the position, Ronaldo has been an influence for a generation of strikers that have followed. His individual accolades include being named FIFA World Player of the Year three times and winning two Ballon d'Or awards. Ronaldo started his career at Cruzeiro and moved to PSV in 1994. He joined Barcelona in 1996 for a then world record transfer fee and at 20 years old, he was named the 1996 FIFA World Player of the Year, making him the youngest recipient of the award. In 1997, Inter Milan broke the world record fee to sign Ronaldo, making him the first player since Diego Maradona to break the world transfer record twice.",True,0.0509405699999661,5.591058307000026,5.641998876999992
What is Cristiano Ronaldo known for in football?,person,hybrid_fixed,fixed,False,False,True,"Cristiano Ronaldo is known for being a prolific goalscorer, a skilled dribbler, and a technically gifted player who can use both feet and provide assists for his teammates.","Cristiano Ronaldo dos Santos Aveiro (born 5 February 1985), nicknamed CR7, is a Portuguese professional footballer who plays as a forward for and captains both Saudi Pro League club Al-Nassr and the Portugal national team. Widely regarded as one of the greatest players in history, he has won numerous individual accolades throughout his career, including five Ballon d'Ors, a record three UEFA Men's Player of the Year Awards, and four European Golden Shoes. He was also named the world's best player five times by FIFA. He has won 34 trophies in his career, including five UEFA Champions Leagues and the UEFA European Championship. He holds the records for most goals (140) and assists (42) in the Champions League, goals (14) and assists (8) in the European Championship, and most international appearances (226) and international goals (143). He is the only player to have scored 100 goals with four different clubs. He has made over 1,300 professional career appearances, the most by an outfield

Ronaldo is widely regarded as one of the greatest and most complete forwards of all time. Nicknamed Il (or O) Fenomeno (the phenomenon), he was a prolific goalscorer, and despite being more of an individualistic attacker, he was also capable of providing assists for his teammates, due to his vision, passing and crossing ability. He was an extremely powerful, fast, and technical player, with excellent movement, as well as being a composed finisher. Highly regarded for his technical ability, Ronaldo was able to use both feet, despite being naturally right footed, and is considered one of the most skillful dribblers in the game. Ronaldo would also operate outside the penalty area before running with the ball towards goal, with Rob Smyth writing, ""he played like every attack had a 10-second deadline.. he would explode into life with no warning for defenders."" He frequently beat several players when dribbling at speed, and excelled in one on one situations, due to his ball control,

Modrić has been integral to the success of both Real Madrid and the Croatia national team, having won numerous individual honours for his contributions to club and country. His playstyle has earned him several nicknames as dubbed by the media and fandom, including ""the midfield maestro"", ""the magician"", ""the puppet master"", among others.",True,0.7643167850000054,5.239193406000027,6.003510191000032
What is FC Barcelona known for in football?,person,bm25_semantic,semantic,False,False,True,"FC Barcelona is known for being one of the world's most decorated clubs, having won a record 81 domestic trophies and 22 international titles.","Futbol Club Barcelona , commonly known as FC Barcelona and colloquially as Barça , is a professional football club based in Barcelona, Catalonia, Spain, that competes in La Liga, the top flight of Spanish football. Founded in 1899 by a group of Swiss, Catalan, German, and English footballers led by Joan Gamper, the club has become a symbol of Catalan culture and Catalanism, hence the motto ""Més que un club"" (""More than a club""). Unlike many other football clubs, the supporters own and operate Barcelona. It is the third-most valuable football club in the world, worth $5.6 billion, and the world's fourth richest football club in terms of revenue, with an annual turnover of €800.1 million.

The official Barcelona anthem is the ""Cant del Barça"", written by Jaume Picas i Guiu and Josep Maria Espinàs. Barcelona traditionally play in dark shades of blue and garnet stripes, hence nicknamed Blaugrana. Barcelona are one of the world's most decorated clubs. Domestically, Barcelona has won a record 81 trophies: 28 La Liga, 32 Copa del Rey, 2 Copa de la Liga, 16 Supercopa de España and 3 Copa Eva Duarte titles, as well as being the record holder for the latter four competitions. In international club football, Barça has won 22 European and worldwide titles: five UEFA Champions League titles, a record four UEFA Cup Winners' Cups, a record three Inter-Cities Fairs Cups, five UEFA Super Cups, a joint record two Latin Cups and three FIFA Club World Cups. Barcelona was ranked first in the International Federation of Football History & Statistics Club World Ranking for 1997, 2009, 2011, 2012 and 2015, and occupies the ninth position on the UEFA club rankings as of May 2023.

It is said that it is the highest deal in football history. Since its origins, Barcelona has had a close relationship with the world of culture, especially, with Catalan culture. The club's statutes from 1932 already said that Barça ""is an association of a cultural and sporting nature"". The club and its players have been a source of inspiration for writers, musicians, visual artists, journalists, cartoonists, theatre, and film people. In literature, some great Catalan writers they were inspired by the club.",True,0.049501819999932195,5.22255192099999,5.272053740999922
What is FC Barcelona known for in football?,person,hybrid_fixed,fixed,False,False,True,"FC Barcelona is known for being one of the world's most decorated clubs, having won a record 81 trophies domestically and 22 European and worldwide titles in international club football.","Futbol Club Barcelona , commonly known as FC Barcelona and colloquially as Barça , is a professional football club based in Barcelona, Catalonia, Spain, that competes in La Liga, the top flight of Spanish football.
Founded in 1899 by a group of Swiss, Catalan, German, and English footballers led by Joan Gamper, the club has become a symbol of Catalan culture and Catalanism, hence the motto ""Més que un club"" (""More than a club""). Unlike many other football clubs, the supporters own and operate Barcelona. It is the third-most valuable football club in the world, worth $5.6 billion, and the world's fourth richest football club in terms of revenue, with an annual turnover of €800.1 million. The official Barcelona anthem is the ""Cant del Barça"", written by Jaume Picas i Guiu and Josep Maria Espinàs. Barcelona traditionally play in dark shades of blue and garnet stripes, hence nicknamed Blaugrana.

Barcelona are one of the world's most decorated clubs. Domestically, Barcelona has won a record 81 trophies: 28 La Liga, 32 Copa del Rey, 2 Copa de la Liga, 16 Supercopa de España and 3 Copa Eva Duarte titles, as well as being the record holder for the latter four competitions. In international club football, Barça has won 22 European and worldwide titles: five UEFA Champions League titles, a record four UEFA Cup Winners' Cups, a record three Inter-Cities Fairs Cups, five UEFA Super Cups, a joint record two Latin Cups and three FIFA Club World Cups. Barcelona was ranked first in the International Federation of Football History & Statistics Club World Ranking for 1997, 2009, 2011, 2012 and 2015, and occupies the ninth position on the UEFA club rankings as of May 2023. The club has a long-standing rivalry with Real Madrid, and matches between the two teams are referred to as El Clásico.",True,0.743739440000013,5.272800203999964,6.016539643999977
"In football, how would you describe Borussia Dortmund?",club,bm25_semantic,semantic,False,False,True,"Borussia Dortmund is a German professional sports club based in Dortmund, North Rhine-Westphalia.","Ballspielverein Borussia 09 e. V. Dortmund, often known simply as Borussia Dortmund or by its initialism BVB , or just Dortmund by international fans, is a German professional sports club based in Dortmund, North Rhine-Westphalia. It is best known for its men's professional football team, which plays in the Bundesliga, the top tier of the German football league system. Founded in 1909 by eighteen football players from Dortmund, they are nicknamed Die Schwarzgelben (The Black and Yellow), for the colours used in the club's crest.

Borussia Dortmund are one of four German clubs to win the Bundesliga and DFB-Pokal double, along with Bayern Munich, 1. FC Köln and Werder Bremen. The club was voted Team of the Year 2011 at the annual Sportler des Jahres (German Sports Personality of the Year) awards. Borussia Dortmund ended the 2012–13 season in second place in the Bundesliga, finishing second to Bayern Munich which had set a league record of 91 points. In the UEFA Champions League, Dortmund defeated Real Madrid in the semi-finals, winning the home leg 4-1 and losing the away leg 0–2 to advance on aggregate goals. Dortmund played in their second UEFA Champions League final against Bayern Munich in the first ever all-German club final at Wembley Stadium on 25 May 2013, which they lost 2–1. In the 2013–14 season, Borussia Dortmund won the 2013 DFL-Supercup 4–2 against rivals Bayern Munich. The 2013–14 season started with a five-game winning streak for Dortmund, their best start to a season.

In the same season, Borussia lost the final of the 2001–02 UEFA Cup to the Dutch club Feyenoord. Dortmund's fortunes then steadily declined for several years. Poor financial management led to a heavy debt load and the sale of their Westfalenstadion grounds.

A four-part Amazon Prime Video documentary series was created, about the same season, named Inside Borussia Dortmund. The next season, Dortmund announced a few big-name signings with the intent of winning the Bundesliga title. Although they won the DFL Supercup, this was their only silverware of the season.

Entering the 2010–11 season, Dortmund fielded a young and vibrant roster. On 4 December 2010, Borussia became Herbstmeister (""Autumn Champion""), an unofficial accolade going to the league leader at the winter break. They did this three matches before the break, sharing the record for having achieved this earliest with Eintracht Frankfurt and 1.",False,0.05456492899998011,6.267899905000036,6.322464834000016
"In football, how would you describe Borussia Dortmund?",club,hybrid_fixed,fixed,False,False,True,"Borussia Dortmund is a German professional sports club based in Dortmund, North Rhine-Westphalia.","Ballspielverein Borussia 09 e. V. Dortmund, often known simply as Borussia Dortmund or by its initialism BVB , or just Dortmund by international fans, is a German professional sports club based in Dortmund, North Rhine-Westphalia. It is best known for its men's professional football team, which plays in the Bundesliga, the top tier of the German football league system.

In the 2013–14 season, Borussia Dortmund won the 2013 DFL-Supercup 4–2 against rivals Bayern Munich. The 2013–14 season started with a five-game winning streak for Dortmund, their best start to a season. Despite a promising start, however, their season saw injuries to several key players, seeing them stoop as low as fourth place in the table, and with a depleted squad could go only as far as the quarter-finals of the Champions League, losing 3–2 on aggregate to Real Madrid. Nevertheless, Dortmund ended their season on a high note by finishing second in the Bundesliga and reaching the 2014 DFB-Pokal final, losing 0–2 to Bayern in extra time.

Official website (in English and German)
Borussia Dortmund on Bundesliga official website
Borussia Dortmund on UEFA official website

The club was founded on 19 December 1909 by a group of young men unhappy with the Catholic church-sponsored Trinity Youth, where they played football under the guidance of the local parish priest. The priest, Father Dewald was blocked at the door when he tried to break up the organising meeting being held in a room of the local pub, Zum Wildschütz. The founders were Franz and Paul Braun, Henry Cleve, Hans Debest, Paul Dziendzielle, Franz, Julius and Wilhelm Jacobi, Hans Kahn, Gustav Müller, Franz Risse, Fritz Schulte, Hans Siebold, August Tönnesmann, Heinrich and Robert Unger, Fritz Weber and Franz Wendt. The name Borussia is Latin for Prussia but was taken from Borussia beer from the nearby Borussia brewery in Dortmund. The team began playing in blue and white striped shirts with a red sash, and black shorts. In 1913, they donned the black and yellow stripes for the first time.",False,0.736228464000078,5.172901283999977,5.909129748000055
What type of tournament is Bundesliga?,competition,bm25_semantic,semantic,False,False,True,The Bundesliga is a professional association football league.,"The Bundesliga , sometimes referred to as the Fußball-Bundesliga or 1. Bundesliga , is a professional association football league in Germany and the highest level of the German football league system. The Bundesliga comprises 18 teams and operates on a system of promotion and relegation with the 2. Bundesliga.

The Bundesliga is one of the top national leagues in Europe. For the 2024–25 season, it ranks fourth in UEFA’s league coefficient based on performances in European competitions over the past five seasons. The Bundesliga led the UEFA ranking from 1976 to 1984 and in 1990, and has produced the continent’s top-rated club seven times. Bundesliga clubs have won eight UEFA Champions League, seven UEFA Europa League, four European Cup Winners' Cup, two UEFA Super Cup, two FIFA Club World Cup, and three Intercontinental Cup titles. Its players have received nine Ballon d'Or awards, two The Best FIFA Men's Player awards, five European Golden Shoe, and three UEFA Men's Player of the Year awards, including UEFA Club Footballer of the Year. The Bundesliga is the second-highest league by average attendance as of 2024–25, with 38,656 spectators per game, behind only the English Premier League. Bayern Munich are the current champions, securing the 2024–25 Bundesliga title with two games to spare.

Seasons run from August to May. Games are played on Fridays, Saturdays and Sundays, with a focus on Saturdays. All Bundesliga clubs take part in the DFB-Pokal cup competition. The winner of the Bundesliga qualifies for the DFL-Supercup. The Bundesliga was founded in 1962 in Dortmund and the first season started in 1963–64. The structure and organisation of the Bundesliga, along with Germany's other football leagues, have undergone frequent changes. The Bundesliga was founded by the Deutscher Fußball-Bund (English: German Football Association), but is now operated by the Deutsche Fußball Liga (English: German Football League). Fifty-eight clubs have competed in the Bundesliga since its founding. Bayern Munich has won 33 of 62 titles (with 60 appearances), including eleven consecutive seasons between 2013 and 2023. Other past champions include Borussia Dortmund, Hamburger SV, Werder Bremen, Bayer Leverkusen, Borussia Mönchengladbach, and VfB Stuttgart.",False,0.050845855000034135,5.157797579999965,5.208643434999999
What type of tournament is Bundesliga?,competition,hybrid_fixed,fixed,False,False,True,The Bundesliga is a professional association football league.,"The Bundesliga , sometimes referred to as the Fußball-Bundesliga or 1. Bundesliga , is a professional association football league in Germany and the highest level of the German football league system. The Bundesliga comprises 18 teams and operates on a system of promotion and relegation with the 2. Bundesliga. Seasons run from August to May. Games are played on Fridays, Saturdays and Sundays, with a focus on Saturdays. All Bundesliga clubs take part in the DFB-Pokal cup competition. The winner of the Bundesliga qualifies for the DFL-Supercup.

The Westfalenstadion is the home stadium of Borussia Dortmund, Germany's largest stadium and the seventh-largest in Europe. The stadium was named ""Signal Iduna Park"" after insurance company Signal Iduna purchased the rights to name the stadium until 2021. This name, however, could not be used when hosting FIFA and UEFA events, since these governing bodies have policies forbidding corporate sponsorship from companies that are not official tournament partners. During the 2006 World Cup, the stadium was referred to as ""FIFA World Cup Stadium, Dortmund"", while in UEFA club matches, it is known as ""BVB Stadion Dortmund"". The stadium currently hosts up to 81,359 spectators (standing and seated) for league matches and 65,829 seated spectators for international matches. For these, the characteristic southern grandstand is re-equipped with seats to conform to FIFA regulations.

From Oberliga Nord: Eintracht Braunschweig, Werder Bremen, Hamburger SV
From Oberliga West: Borussia Dortmund, 1. FC Köln, Meidericher SV Duisburg, Preußen Münster, Schalke 04
From Oberliga Südwest: 1. FC Kaiserslautern, 1. FC Saarbrücken
From Oberliga Süd: Eintracht Frankfurt, Karlsruher SC, 1. FC Nürnberg, 1860 Munich, VfB Stuttgart
From Oberliga Berlin: Hertha BSC
The first Bundesliga games were played on 24 August 1963. Early favorite 1. FC Köln was the first Bundesliga champion with second place clubs Meidericher SV and Eintracht Frankfurt.

Following German reunification in 1990, the East German leagues were merged into the West German system. Dynamo Dresden and FC Hansa Rostock were seeded into the top-tier Bundesliga division ahead of the 1991–92 Bundesliga, with other clubs being sorted into lower tiers.

Gazprom became a major sponsor of Bundesliga football in 2006, with Gerhard Schröder's climb to the top of the company.",False,0.8712628600000016,5.250845578000053,6.122108438000055
What was the exact xG of the 2024 Champions League final?,unanswerable,bm25_semantic,semantic,True,True,True,I don't know.,"The final game of the title-winning season was on 22 May 2021, a 2–1 win at the José Zorrilla Stadium against Valladolid. On April 16, 2024, the team qualified to the 2025 FIFA Club World Cup for first time in club's history, despite being eliminated in the 2023–24 Champions League, as Barcelona were also eliminated, and Atlético were the higher ranked Spanish club in the UEFA four-year ranking. On 12 March 2026, Atletico Madrid announced that Apollo Sports Capital had completed the acquisition of a majority stake in the club.

PSG reached their first UEFA Champions League final in 2020, where they were defeated by Bayern Munich, marking their first European final appearance since 2001. The club went on to win their first Champions League title in 2025, defeating Inter Milan in the final. As reigning European champions, Paris competed in the FIFA Club World Cup, the UEFA Super Cup and the FIFA Intercontinental Cup. They finished runners-up in the Club World Cup, losing the final to Chelsea, but secured victories in both the Super Cup, defeating Tottenham Hotspur on penalties, and the Intercontinental Cup, also winning on penalties against Flamengo.

Real Madrid won their 15th Champions League without losing a single match during the campaign. Following the conclusion of the 2023–24 season, Real Madrid announced that striker Kylian Mbappé would be joining the club on a free transfer from Paris Saint-Germain in July 2024, concluding one of the most highly anticipated transfer sagas in modern history. On 18 December 2024, Real Madrid clinched their second trophy of the season, uplifting the inaugural 2024 FIFA Intercontinental Cup by beating Pachuca 3–0. Despite high expectations, Madrid endured a disappointing 2024–25 season, finishing as runners-up in all 3 domestic competitions to FC Barcelona. They suffered a 5–2 defeat to Barça in the 2025 Supercopa de España final and were edged out 3–2 after extra time in the 2024-25 Copa del Rey final. The season also saw a humbling Champions League quarter-final exit, as Real Madrid were eliminated by Arsenal 5–1 on aggregate.",False,0.05325308499993753,7.433087952000051,7.486341036999988
What was the exact xG of the 2024 Champions League final?,unanswerable,hybrid_fixed,fixed,True,True,True,I don't know.,"In the semifinals, Real Madrid faced Bayern Munich again. The first match was a 2–2 draw, while the second match in the Bernabéu was marked by a double by Joselu in the last few minutes of the game, with Bayern Munich suffering a historic comeback after leading 1–0. Real Madrid faced Borussia Dortmund in the final, and won 2–0, with Dani Carvajal being the man of the match and scoring with a header after a Toni Kroos corner, and Vinícius Júnior once again scoring in a UCL final. Real Madrid won their 15th Champions League without losing a single match during the campaign.
Following the conclusion of the 2023–24 season, Real Madrid announced that striker Kylian Mbappé would be joining the club on a free transfer from Paris Saint-Germain in July 2024, concluding one of the most highly anticipated transfer sagas in modern history. On 18 December 2024, Real Madrid clinched their second trophy of the season, uplifting the inaugural 2024 FIFA Intercontinental Cup by beating Pachuca 3–0.

The UEFA European Football Championship, less formally the European Championship and informally the Euro or Euros, is the primary association football tournament organised by the Union of European Football Associations (UEFA). The competition is contested by UEFA members' senior men's national teams, determining the continental champion of Europe. It is the second-most watched football tournament in the world after the FIFA World Cup; the Euro 2016 final was watched by a global audience of around 600 million. The competition has been held every four years since 1960, except for 2020, when it was postponed until 2021 due to the COVID-19 pandemic in Europe, but kept the name Euro 2020. Scheduled to be in the even-numbered year between FIFA World Cup tournaments, it was originally called the European Nations' Cup before changing to its current name in 1968. Since 1996, the individual events have been branded as ""UEFA Euro [year]"".",False,0.8532766549999451,6.455027307000023,7.308303961999968
What is FC Porto known for in club football?,club,bm25_semantic,semantic,False,False,True,"FC Porto is known for being the second most decorated club in Portuguese football, with 86 major trophies.","Futebol Clube do Porto, MHIH, OM , commonly known as FC Porto or simply Porto, is a Portuguese professional sports club based in Porto. It is best known for the professional football team playing in the Primeira Liga, the top flight of Portuguese football. Founded on 28 September 1893, Porto is one of the ""Big Three"" clubs in Portugal that have never been relegated from Primeira Liga, along with Lisbon-based rivals Benfica and Sporting CP. FC Porto are nicknamed dragões (Dragons), for the mythical creature atop the club's crest, and Azuis e brancos (Blue-and-whites), for the shirt colours. Those colours are in stripes with blue shorts.

The club supporters are called portistas. Since 2003, Porto have played their home matches at the Estádio do Dragão, which replaced the previous 51-year-old ground, the Estádio das Antas. Porto is the second most decorated club in Portuguese football, with 86 major trophies. Domestically, these comprise 30 Portuguese league titles , 20 Taça de Portugal, 4 Campeonato de Portugal, 1 Taça da Liga and a record 24 Supertaça Cândido de Oliveira. Porto is one of two teams to have won the league title without defeats, in the 2010–11 and 2012–13 seasons. In the former, Porto achieved the largest-ever difference of points between champion and runner-up in a three-points-per-win system (21 points), on their way to a second quadruple. In international competitions, Porto is the most decorated Portuguese team, with seven trophies.

Domestically, they have won 30 Portuguese league titles, 20 Taça de Portugal, 1 Taça da Liga, 4 Campeonato de Portugal (a record shared with Sporting CP), and a record 24 Supertaça Cândido de Oliveira. Porto is the most decorated Portuguese team in international competitions, having won two European Cup/UEFA Champions League, two UEFA Cup/UEFA Europa League, one UEFA Super Cup and two Intercontinental Cup trophies. In addition, it is the only Portuguese team to have won either the UEFA Cup/UEFA Europa League, the UEFA Super Cup or the Intercontinental Cup. Porto have achieved four titles in a single season on two occasions: in 1987–88 and in 2010–11 . The latter also included the club's second continental treble, after the one achieved in 2002–03 . The club also reached the Cup Winners' Cup final in 1983–84 (losing to Juventus) and made three more appearances in the UEFA Super Cup (2003, 2004 and 2011).",True,0.04824180700006764,4.160579648999942,4.20882145600001
